Date,Lot,Progress,EW_OOF_Raw_Probability,EW_OOF_Risk_Score,EW_OOF_Risk_Percentile,EW_OOF_Reference_Threshold,EW_OOF_Threshold_Alert,EW_OOF_Fold
2021-10-05,21,80,9.233459e-06,-0.2957383498432428,0.05,0.03310100734233856,False,4
2021-10-05,22,80,0.0042493963,8.468759228639863,0.9045454545454545,0.03310100734233856,False,4
2021-09-28,1,100,0.0027069512,3.9550533465501063,0.8954545454545455,0.017767198383808136,False,4
2021-09-28,2,100,2.9833596e-05,-0.2379562556195133,0.19090909090909092,0.017767198383808136,False,4
2021-09-28,3,100,8.667205e-05,-0.14893357540310462,0.36363636363636365,0.017767198383808136,False,4
2021-09-28,4,100,0.00051718886,0.525359216875012,0.7090909090909091,0.017767198383808136,False,4
2021-09-28,5,100,0.00015258811,-0.04569318734826806,0.45454545454545453,0.017767198383808136,False,4
2021-09-28,6,100,0.0002348721,0.0831833222396638,0.5454545454545454,0.017767198383808136,False,4
2021-09-28,7,100,0.00023578934,0.08461993475648824,0.5454545454545454,0.017767198383808136,False,4
2021-09-28,8,100,0.00010928107,-0.11352241702101619,0.41818181818181815,0.017767198383808136,False,4
2021-09-28,9,100,3.2610893e-05,-0.23360634154387386,0.2,0.017767198383808136,False,4
2021-09-28,10,100,7.8166246e-05,-0.16225571093688715,0.35909090909090907,0.017767198383808136,False,4
2021-09-28,11,100,0.00016752841,-0.022293077802347176,0.4772727272727273,0.017767198383808136,False,4
2021-09-28,12,100,3.507563e-05,-0.2297459696162276,0.21363636363636362,0.017767198383808136,False,4
2021-09-28,13,100,0.00034224856,0.25136066099172777,0.6136363636363636,0.017767198383808136,False,4
2021-09-28,14,100,0.00012865909,-0.08317178959063612,0.43636363636363634,0.017767198383808136,False,4
2021-09-28,15,100,0.00025812426,0.11960178685975155,0.5772727272727273,0.017767198383808136,False,4
2021-09-28,16,100,0.47490448,743.5298624798554,0.9954545454545455,0.017767198383808136,True,4
2021-09-28,17,100,0.00012616249,-0.08708206415671343,0.4318181818181818,0.017767198383808136,False,4
2021-09-28,18,100,0.00042965446,0.3882593131518338,0.6681818181818182,0.017767198383808136,False,4
2021-09-28,19,100,0.0028149113,4.124144773092495,0.8954545454545455,0.017767198383808136,False,4
2021-09-28,20,100,4.9041515e-05,-0.20787203864941683,0.2636363636363636,0.017767198383808136,False,4
2021-09-28,21,100,0.00067630224,0.7745690046353814,0.75,0.017767198383808136,False,4
2021-09-28,22,100,0.00081769086,0.9960175637572374,0.7727272727272727,0.017767198383808136,False,4
2021-09-29,1,100,0.011361752,17.51055089381805,0.9454545454545454,0.017767198383808136,False,4
2021-09-29,2,100,0.00019196651,0.015982849856889598,0.5136363636363637,0.017767198383808136,False,4
2021-09-29,3,100,2.3373548e-05,-0.24807424347937743,0.13636363636363635,0.017767198383808136,False,4
2021-09-29,4,100,3.753981e-05,-0.22588647517274651,0.22272727272727272,0.017767198383808136,False,4
2021-09-29,5,100,0.0006010108,0.656644523059365,0.740909090909091,0.017767198383808136,False,4
2021-09-29,6,100,0.0041194647,6.167388850854287,0.9045454545454545,0.017767198383808136,False,4
2021-09-29,7,100,0.0026079922,3.800059648980408,0.8909090909090909,0.017767198383808136,False,4
2021-09-29,8,100,1.619365e-05,-0.25931969023042606,0.10909090909090909,0.017767198383808136,False,4
2021-09-29,9,100,0.007985052,12.221827199237067,0.9318181818181818,0.017767198383808136,False,4
2021-09-29,10,100,6.765521e-06,-0.27408640543839613,0.01818181818181818,0.017767198383808136,False,4
2021-09-29,11,100,0.016901217,26.186685468379324,0.9590909090909091,0.017767198383808136,False,4
2021-09-29,12,100,0.00023047661,0.07629892335684359,0.5409090909090909,0.017767198383808136,False,4
2021-09-29,13,100,2.4135963e-05,-0.246880118583438,0.13636363636363635,0.017767198383808136,False,4
2021-09-29,14,100,5.0126895e-05,-0.206172072622014,0.2818181818181818,0.017767198383808136,False,4
2021-09-29,15,100,5.7877336e-05,-0.1940330193587679,0.29545454545454547,0.017767198383808136,False,4
2021-09-29,16,100,0.00026396665,0.12875237406830875,0.5772727272727273,0.017767198383808136,False,4
2021-09-29,17,100,0.001096141,1.432137313394481,0.8181818181818182,0.017767198383808136,False,4
2021-09-29,18,100,6.188904e-06,-0.27498952610114397,0.004545454545454545,0.017767198383808136,False,4
2021-09-29,19,100,6.195276e-05,-0.18764993173785724,0.3,0.017767198383808136,False,4
2021-09-29,20,100,0.0142604355,22.050586318252652,0.9454545454545454,0.017767198383808136,False,4
2021-09-29,21,100,0.0015274712,2.1077042126803955,0.8681818181818182,0.017767198383808136,False,4
2021-09-29,22,100,2.6974703e-05,-0.24243396899606282,0.1590909090909091,0.017767198383808136,False,4
2021-09-30,1,100,2.7818714e-05,-0.24111204479921333,0.16818181818181818,0.017767198383808136,False,4
2021-09-30,2,100,1.4977753e-05,-0.26122407588061414,0.1,0.017767198383808136,False,4
2021-09-30,3,100,0.0022074538,3.1727203734173752,0.8863636363636364,0.017767198383808136,False,4
2021-09-30,4,100,2.4577465e-05,-0.24618862117565585,0.1409090909090909,0.017767198383808136,False,4
2021-09-30,5,100,0.0077920477,11.91953650260766,0.9318181818181818,0.017767198383808136,False,4
2021-09-30,6,100,7.73009e-05,-0.16361104790740183,0.35909090909090907,0.017767198383808136,False,4
2021-09-30,7,100,6.809532e-05,-0.17802919535115158,0.32272727272727275,0.017767198383808136,False,4
2021-09-30,8,100,0.0052280677,7.90372771370062,0.9136363636363637,0.017767198383808136,False,4
2021-09-30,9,100,1.4953732e-05,-0.2612616994386822,0.1,0.017767198383808136,False,4
2021-09-30,10,100,1.5965736e-05,-0.259676658196143,0.10909090909090909,0.017767198383808136,False,4
2021-09-30,11,100,2.7658016e-05,-0.24136373745690873,0.16363636363636364,0.017767198383808136,False,4
2021-09-30,12,100,0.00012783328,-0.08446520125006736,0.4318181818181818,0.017767198383808136,False,4
2021-09-30,13,100,6.407283e-05,-0.18432938351025205,0.30454545454545456,0.017767198383808136,False,4
2021-09-30,14,100,0.00023062016,0.0765237644292905,0.5409090909090909,0.017767198383808136,False,4
2021-09-30,15,100,0.0013389871,1.8124928303774535,0.8454545454545455,0.017767198383808136,False,4
2021-09-30,16,100,0.0005731365,0.6129866545342135,0.7318181818181818,0.017767198383808136,False,4
